Position;Track Name;Artist;Streams;Date;Genre
174;Stressed Out;Twenty One Pilots;718594;01.03.21;['modern rock', 'rock']
175;Sofia;Clairo;716361;01.03.21;['bedroom pop', 'indie pop', 'pop']
176;Riptide;Vance Joy;715752;01.03.21;['folk-pop', 'pop rock', 'modern rock', 'pop']
177;Smells Like Teen Spirit;Nirvana;713971;01.03.21;['grunge', 'permanent wave', 'alternative rock', 'rock']
178;Someone To You;BANNERS;712125;01.03.21;['indie cafe pop', 'pop rock', 'modern rock', 'pop', 'indie poptimism']
179;hot girl bummer;blackbear;711446;01.03.21;['pop rap', 'pop', 'electropop', 'modern rock']
180;Maniac;Conan Gray;708669;01.03.21;['bedroom pop', 'pop', 'alt z', 'post-teen pop', 'indie pop', 'electropop']
181;Without Me;Halsey;708604;01.03.21;['pop', 'etherpop', 'post-teen pop', 'electropop', 'dance pop', 'indie poptimism']
182;rockstar (feat. 21 Savage);Post Malone;708440;01.03.21;['dfw rap', 'melodic rap', 'rap']
183;Electric Love;BØRNS;706378;01.03.21;['modern rock', 'modern alternative rock', 'pop', 'electropop']
184;Photograph;Ed Sheeran;705994;01.03.21;['uk pop', 'pop']
185;The Less I Know The Better;Tame Impala;703286;01.03.21;['australian psych', 'neo-psychedelic']
186;Párteme La Cara;C. Tangana;699729;01.03.21;['urbano espanol']
187;Wonder;Shawn Mendes;699610;01.03.21;['pop', 'canadian pop', 'viral pop', 'post-teen pop', 'dance pop']
188;Jeans;Justin Quiles;698793;01.03.21;['trap latino', 'reggaeton', 'latin']
189;Fan de Tus Fotos;Nicky Jam;698749;01.03.21;['latin', 'reggaeton', 'latin hip hop', 'trap latino']
190;Intentions (feat. Quavo);Justin Bieber;696140;01.03.21;['canadian pop', 'post-teen pop', 'pop']
191;Remember That Night?;Sara Kays;695116;01.03.21;['alt z', 'modern indie pop', 'social media pop', 'indie cafe pop', 'pop']
192;Hope;XXXTENTACION;694885;01.03.21;['miami hip hop', 'emo rap']
193;Devil Eyes;Hippie Sabotage;694241;01.03.21;['electronic trap', 'edm']
194;Esquema Preferido;DJ Ivis;694153;01.03.21;['piseiro']
195;ROXANNE;Arizona Zervas;692326;01.03.21;['rhode island rap', 'pop rap']
196;In the End;Linkin Park;690695;01.03.21;['rap metal', 'post-grunge', 'nu metal', 'alternative metal']
197;Something Just Like This;The Chainsmokers;689175;01.03.21;['pop', 'pop dance', 'tropical house', 'edm', 'electropop', 'dance pop']
198;Mr. Brightside;The Killers;688748;01.03.21;['dance rock', 'permanent wave', 'modern rock', 'rock']
199;I Don't Care (with Justin Bieber);Ed Sheeran;682913;01.03.21;['uk pop', 'pop']
200;Payphone;Maroon 5;681254;01.03.21;['pop', 'pop rock']
1;drivers license;Olivia Rodrigo;5198732;02.03.21;['pop']
2;Save Your Tears;The Weeknd;4032501;02.03.21;['canadian pop', 'canadian contemporary r&b', 'pop']
3;Blinding Lights;The Weeknd;3347240;02.03.21;['canadian pop', 'canadian contemporary r&b', 'pop']
4;telepatía;Kali Uchis;3334974;02.03.21;['colombian pop', 'pop']
5;DÁKITI;Bad Bunny;3190881;02.03.21;['trap latino', 'reggaeton', 'latin']
6;Calling My Phone;Lil Tjay;3133323;02.03.21;['melodic rap', 'nyc rap', 'brooklyn drill']
7;Astronaut In The Ocean;Masked Wolf;3096881;02.03.21;['australian hip hop']
8;Bandido;Myke Towers;2641948;02.03.21;['trap latino']
9;The Business;Tiësto;2636093;02.03.21;['slap house', 'dutch edm', 'brostep', 'big room', 'pop dance', 'edm', 'tropical house', 'trance', 'house', 'dance pop']
10;Mood (feat. iann dior);24kGoldn;2584272;02.03.21;['cali rap']
11;WITHOUT YOU;The Kid LAROI;2549511;02.03.21;['australian hip hop']
12;Streets;Doja Cat;2402101;02.03.21;['pop', 'dance pop']
13;LA NOCHE DE ANOCHE;Bad Bunny;2373535;02.03.21;['trap latino', 'reggaeton', 'latin']
14;Up;Cardi B;2201117;02.03.21;['pop rap', 'pop', 'rap', 'dance pop']
15;Good Days;SZA;2192101;02.03.21;['pop', 'r&b', 'pop rap']
16;Levitating (feat. DaBaby);Dua Lipa;2159166;02.03.21;['uk pop', 'pop', 'dance pop']
17;Heartbreak Anniversary;Giveon;2152369;02.03.21;['pop', 'r&b']
18;Whoopty;CJ;2089089;02.03.21;['nyc rap']
19;Dynamite;BTS;2080434;02.03.21;['k-pop boy group', 'k-pop']
20;positions;Ariana Grande;2047402;02.03.21;['pop', 'post-teen pop', 'dance pop']
21;Baila Conmigo (with Rauw Alejandro);Selena Gomez;2015128;02.03.21;['pop', 'post-teen pop', 'dance pop']
22;BICHOTA;KAROL G;1989988;02.03.21;['reggaeton colombiano', 'trap latino', 'reggaeton', 'latin']
23;34+35;Ariana Grande;1979257;02.03.21;['pop', 'post-teen pop', 'dance pop']
24;Ella No Es Tuya - Remix;Rochy RD;1927658;02.03.21;['dembow', 'rap dominicano', 'dominican pop', 'trap latino']
25;Lemonade (feat. Gunna, Don Toliver & NAV);Internet Money;1850411;02.03.21;['trap', 'rap', 'pop rap']
26;We're Good;Dua Lipa;1805103;02.03.21;['uk pop', 'pop', 'dance pop']
27;Someone You Loved;Lewis Capaldi;1774318;02.03.21;['uk pop', 'pop']
28;Hecha Pa' Mi;Boza;1774235;02.03.21;['reggaeton']
29;Paradise (feat. Dermot Kennedy);MEDUZA;1768554;02.03.21;['pop house', 'pop dance', 'tropical house', 'edm', 'dance pop']
30;Anyone;Justin Bieber;1765780;02.03.21;['canadian pop', 'post-teen pop', 'pop']
31;Heat Waves;Glass Animals;1710618;02.03.21;['gauze pop', 'shiver pop', 'indietronica']
32;you broke me first;Tate McRae;1710051;02.03.21;['pop', 'alt z', 'post-teen pop', 'electropop', 'dance pop']
33;Wellerman - Sea Shanty / 220 KID x Billen Ted Remix;Nathan Evans;1692135;02.03.21;['german pop', 'kleine hoerspiel', 'german rock', 'shanty']
34;Arcade;Duncan Laurence;1677800;02.03.21;['dutch pop']
35;What You Know Bout Love;Pop Smoke;1659934;02.03.21;['brooklyn drill']
36;Goosebumps - Remix;Travis Scott;1645964;02.03.21;['slap house', 'rap']
37;Watermelon Sugar;Harry Styles;1628124;02.03.21;['pop', 'post-teen pop']
38;Your Love (9PM);ATB;1622250;02.03.21;['german dance', 'german trance', 'german techno', 'trance']
39;Head & Heart (feat. MNEK);Joel Corry;1587802;02.03.21;['uk dance', 'pop dance', 'tropical house', 'dance pop', 'edm']
40;Therefore I Am;Billie Eilish;1586112;02.03.21;['pop', 'electropop']
41;ROCKSTAR (feat. Roddy Ricch);DaBaby;1565640;02.03.21;['north carolina hip hop', 'rap']
42;GIRL LIKE ME;Black Eyed Peas;1533166;02.03.21;['dance pop', 'pop rap', 'pop']
43;Prisoner (feat. Dua Lipa);Miley Cyrus;1490992;02.03.21;['pop', 'post-teen pop', 'dance pop']
44;Sweater Weather;The Neighbourhood;1468570;02.03.21;['shimmer pop', 'modern rock', 'pop', 'modern alternative rock']
45;Dance Monkey;Tones And I;1403535;02.03.21;['australian pop', 'pop']
46;Hawái;Maluma;1393313;02.03.21;['reggaeton colombiano', 'reggaeton', 'latin']
47;Don't Start Now;Dua Lipa;1374850;02.03.21;['uk pop', 'pop', 'dance pop']
48;WAP (feat. Megan Thee Stallion);Cardi B;1367497;02.03.21;['pop rap', 'pop', 'rap', 'dance pop']
49;Roses - Imanbek Remix;SAINt JHN;1363266;02.03.21;['melodic rap', 'slap house', 'rap', 'pop rap']
50;Reloj;Rauw Alejandro;1362196;02.03.21;['puerto rican pop', 'trap latino']
51;Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit;Riton;1337707;02.03.21;['uk dance', 'house', 'pop dance', 'tropical house', 'dance pop']
52;Before You Go;Lewis Capaldi;1272380;02.03.21;['uk pop', 'pop']
53;Best Friend (feat. Doja Cat);Saweetie;1265688;02.03.21;['trap queen', 'pop', 'pop rap', 'cali rap', 'dance pop']
54;Heather;Conan Gray;1263752;02.03.21;['bedroom pop', 'pop', 'alt z', 'post-teen pop', 'indie pop', 'electropop']
55;SugarCrash!;ElyOtto;1261965;02.03.21;['weirdcore']
56;For The Night (feat. Lil Baby & DaBaby);Pop Smoke;1199770;02.03.21;['brooklyn drill']
57;La Nota;Manuel Turizo;1195118;02.03.21;['reggaeton colombiano', 'colombian pop', 'reggaeton', 'trap latino', 'latin']
58;My Head & My Heart;Ava Max;1186472;02.03.21;['pop', 'dance pop', 'post-teen pop']
59;No Te Enamores - Remix;Milly;1184785;02.03.21;['trap latino', 'reggaeton flow', 'reggaeton']
60;Circles;Post Malone;1181104;02.03.21;['dfw rap', 'melodic rap', 'rap']
61;Monster (Shawn Mendes & Justin Bieber);Shawn Mendes;1173013;02.03.21;['pop', 'canadian pop', 'viral pop', 'post-teen pop', 'dance pop']
62;Lonely (with benny blanco);Justin Bieber;1169486;02.03.21;['canadian pop', 'post-teen pop', 'pop']
63;lovely (with Khalid);Billie Eilish;1150313;02.03.21;['pop', 'electropop']
64;Goosebumps;HVME;1144720;02.03.21;['slap house']
65;Sunflower - Spider-Man: Into the Spider-Verse;Post Malone;1105757;02.03.21;['dfw rap', 'melodic rap', 'rap']
66;Holy (feat. Chance The Rapper);Justin Bieber;1097376;02.03.21;['canadian pop', 'post-teen pop', 'pop']
67;death bed (coffee for your head);Powfu;1090402;02.03.21;['sad rap']
68;Afterglow;Ed Sheeran;1085238;02.03.21;['uk pop', 'pop']
69;At My Worst;Pink Sweat$;1083813;02.03.21;['bedroom soul', 'pop']
70;TE MUDASTE;Bad Bunny;1066131;02.03.21;['trap latino', 'reggaeton', 'latin']
71;Lucid Dreams;Juice WRLD;1059455;02.03.21;['melodic rap', 'chicago rap']
72;AP - Music from the film Boogie;Pop Smoke;1043336;02.03.21;['brooklyn drill']
73;willow;Taylor Swift;1038629;02.03.21;['pop', 'post-teen pop']
74;Savage Love (Laxed - Siren Beat);Jawsh 685;1037360;02.03.21;['nz pop']
75;LOCATION;KAROL G;1029312;02.03.21;['reggaeton colombiano', 'trap latino', 'reggaeton', 'latin']
76;goosebumps;Travis Scott;1027728;02.03.21;['slap house', 'rap']
77;Shallow;Lady Gaga;1021991;02.03.21;['pop', 'post-teen pop', 'dance pop']
78;Adore You;Harry Styles;1015958;02.03.21;['pop', 'post-teen pop']
79;Relación - Remix;Sech;1015826;02.03.21;['panamanian pop', 'trap latino', 'reggaeton', 'latin']
80;Golden;Harry Styles;1015695;02.03.21;['pop', 'post-teen pop']
81;bad guy;Billie Eilish;1013224;02.03.21;['pop', 'electropop']
82;Ropa Cara;Camilo;1010856;02.03.21;['reggaeton colombiano', 'colombian pop']
83;Hello (feat. A Boogie Wit da Hoodie);Pop Smoke;1003947;02.03.21;['brooklyn drill']
84;Señorita;Shawn Mendes;1002454;02.03.21;['pop', 'canadian pop', 'viral pop', 'post-teen pop', 'dance pop']
85;The Hills;The Weeknd;994981;02.03.21;['canadian pop', 'canadian contemporary r&b', 'pop']
86;Fiel;Los Legendarios;985944;02.03.21;['trap latino', 'reggaeton', 'latin']
87;911;Sech;983874;02.03.21;['panamanian pop', 'trap latino', 'reggaeton', 'latin']
88;Breaking Me;Topic;982806;02.03.21;['german dance', 'pop dance', 'tropical house', 'edm', 'dance pop', 'pop edm']
89;Memories;Maroon 5;979737;02.03.21;['pop', 'pop rock']
90;Laugh Now Cry Later (feat. Lil Durk);Drake;978766;02.03.21;['toronto rap', 'canadian pop', 'canadian hip hop', 'rap', 'pop rap', 'hip hop']
91;Life Goes On;BTS;977840;02.03.21;['k-pop boy group', 'k-pop']
92;Snowman;Sia;970613;02.03.21;['pop', 'australian dance', 'australian pop', 'dance pop']
93;Believer;Imagine Dragons;970113;02.03.21;['modern rock', 'pop', 'rock']
94;The Box;Roddy Ricch;967713;02.03.21;['melodic rap', 'rap', 'trap']
95;Chica Ideal;Sebastian Yatra;960882;02.03.21;['reggaeton colombiano', 'colombian pop', 'reggaeton', 'latin']
96;Say You Won't Let Go;James Arthur;957999;02.03.21;['pop', 'uk pop', 'talent show', 'post-teen pop']
97;BEBÉ;Camilo;954157;02.03.21;['reggaeton colombiano', 'colombian pop']
98;Mi Niña;Wisin;951851;02.03.21;['latin', 'reggaeton', 'latin hip hop', 'trap latino']
99;UN DIA (ONE DAY) (Feat. Tainy);J Balvin;949572;02.03.21;['reggaeton colombiano', 'reggaeton', 'trap latino', 'latin']
100;Back In Blood (feat. Lil Durk);Pooh Shiesty;948663;02.03.21;['tennessee hip hop', 'memphis hip hop', 'trap', 'southern hip hop', 'rap']
101;Hasta Abajo;Kevin Roldan;943896;02.03.21;['reggaeton colombiano', 'trap latino', 'reggaeton', 'reggaeton flow', 'latin', 'latin hip hop']
102;Only Wanna Be With You - Pokémon 25 Version;Post Malone;935025;02.03.21;['dfw rap', 'melodic rap', 'rap']
103;Daddy Issues;The Neighbourhood;932591;02.03.21;['shimmer pop', 'modern rock', 'pop', 'modern alternative rock']
104;Blueberry Faygo;Lil Mosey;924142;02.03.21;['melodic rap', 'rap conscient', 'vapor trap', 'trap', 'rap']
105;Wishing Well;Juice WRLD;918128;02.03.21;['melodic rap', 'chicago rap']
106;In Your Eyes;The Weeknd;910424;02.03.21;['canadian pop', 'canadian contemporary r&b', 'pop']
107;Perfect;Ed Sheeran;905444;02.03.21;['uk pop', 'pop']
108;Take You Dancing;Jason Derulo;905333;02.03.21;['dance pop', 'pop', 'post-teen pop', 'pop rap']
109;Take Me To Church;Hozier;903321;02.03.21;['irish singer-songwriter', 'pop', 'modern rock']
110;Train Wreck;James Arthur;900762;02.03.21;['pop', 'uk pop', 'talent show', 'post-teen pop']
111;Shape of You;Ed Sheeran;899433;02.03.21;['uk pop', 'pop']
112;Dior;Pop Smoke;896012;02.03.21;['brooklyn drill']
113;Jocelyn Flores;XXXTENTACION;895289;02.03.21;['miami hip hop', 'emo rap']
114;Hayloft;Mother Mother;889045;02.03.21;['vancouver indie', 'indie pop']
115;Put Your Records On;Ritt Momney;887999;02.03.21;['bedroom pop']
116;HIGHEST IN THE ROOM;Travis Scott;887530;02.03.21;['slap house', 'rap']
117;test drive;Ariana Grande;878345;02.03.21;['pop', 'post-teen pop', 'dance pop']
118;Life Is Good (feat. Drake);Future;877395;02.03.21;['rap', 'atl hip hop', 'trap', 'pop rap', 'southern hip hop']
119;HOLIDAY;Lil Nas X;868936;02.03.21;['lgbtq+ hip hop', 'pop rap']
120;Robbery;Juice WRLD;865873;02.03.21;['melodic rap', 'chicago rap']
121;Starboy;The Weeknd;862865;02.03.21;['canadian pop', 'canadian contemporary r&b', 'pop']
122;Come & Go (with Marshmello);Juice WRLD;856569;02.03.21;['melodic rap', 'chicago rap']
123;Why'd You Only Call Me When You're High?;Arctic Monkeys;853702;02.03.21;['sheffield indie', 'garage rock', 'permanent wave', 'modern rock', 'rock']
124;Do I Wanna Know?;Arctic Monkeys;852382;02.03.21;['sheffield indie', 'garage rock', 'permanent wave', 'modern rock', 'rock']
125;If the World Was Ending - feat. Julia Michaels;JP Saxe;850170;02.03.21;['indie cafe pop', 'pop', 'canadian contemporary r&b', 'alt z', 'post-teen pop']
126;All of Me;John Legend;848753;02.03.21;['pop soul', 'neo soul', 'pop', 'r&b', 'urban contemporary']
127;Vida de Rico;Camilo;847059;02.03.21;['reggaeton colombiano', 'colombian pop']
128;Polvo;Nicky Jam;846710;02.03.21;['latin', 'reggaeton', 'latin hip hop', 'trap latino']
129;Falling;Trevor Daniel;840407;02.03.21;['melodic rap', 'pop rap', 'alternative r&b']
130;Stuck with U (with Justin Bieber);Ariana Grande;838126;02.03.21;['pop', 'post-teen pop', 'dance pop']
131;I Feel It Coming;The Weeknd;838119;02.03.21;['canadian pop', 'canadian contemporary r&b', 'pop']
132;7 rings;Ariana Grande;837973;02.03.21;['pop', 'post-teen pop', 'dance pop']
133;All Girls Are The Same;Juice WRLD;836879;02.03.21;['melodic rap', 'chicago rap']
134;Una Locura;Ozuna;836250;02.03.21;['puerto rican pop', 'trap latino', 'reggaeton', 'latin']
135;Break My Heart;Dua Lipa;834567;02.03.21;['uk pop', 'pop', 'dance pop']
136;All We Got (feat. KIDDO);Robin Schulz;830610;02.03.21;['german dance', 'tropical house', 'deep euro house', 'pop dance', 'deep house', 'edm', 'pop', 'dance pop']
137;my ex's best friend (with blackbear);Machine Gun Kelly;822420;02.03.21;['ohio hip hop', 'pop rap']
138;Martin & Gina;Polo G;821114;02.03.21;['chicago rap']
139;La Tóxica;Farruko;820124;02.03.21;['reggaeton', 'latin', 'latin hip hop', 'trap latino']
140;Somebody That I Used To Know;Gotye;819984;02.03.21;['australian pop']
141;SICKO MODE;Travis Scott;816808;02.03.21;['slap house', 'rap']
142;Falling;Harry Styles;816753;02.03.21;['pop', 'post-teen pop']
143;Love Story (Taylor’s Version);Taylor Swift;816292;02.03.21;['pop', 'post-teen pop']
144;Ride It;Regard;814242;02.03.21;['slap house', 'pop dance', 'tropical house', 'edm', 'dance pop', 'pop edm']
145;Parce (feat. Justin Quiles);Maluma;811889;02.03.21;['reggaeton colombiano', 'reggaeton', 'latin']
146;Bohemian Rhapsody - Remastered 2011;Queen;810637;02.03.21;['glam rock', 'classic rock', 'rock']
147;Dreams - 2004 Remaster;Fleetwood Mac;804838;02.03.21;['yacht rock', 'classic rock', 'mellow gold', 'soft rock', 'album rock', 'rock']
148;SAD!;XXXTENTACION;801498;02.03.21;['miami hip hop', 'emo rap']
149;Tú Me Dejaste De Querer;C. Tangana;800506;02.03.21;['urbano espanol']
150;Rain On Me (with Ariana Grande);Lady Gaga;790440;02.03.21;['pop', 'post-teen pop', 'dance pop']
151;Godzilla (feat. Juice WRLD);Eminem;790064;02.03.21;['detroit hip hop', 'rap', 'hip hop']
152;Love Not War (The Tampa Beat);Jason Derulo;787239;02.03.21;['dance pop', 'pop', 'post-teen pop', 'pop rap']
153;Yellow;Coldplay;784108;02.03.21;['permanent wave', 'pop']
154;La Curiosidad;Jay Wheeler;779221;02.03.21;['trap latino', 'reggaeton', 'latin']
155;Se Te Nota (with Guaynaa);Lele Pons;775986;02.03.21;['viral pop', 'latin pop']
156;Head Shoulders Knees & Toes (feat. Norma Jean Martine);Ofenbach;772935;02.03.21;['tropical house', 'pop dance', 'new french touch', 'edm']
157;POPSTAR (feat. Drake);DJ Khaled;772813;02.03.21;['pop rap', 'rap', 'miami hip hop', 'southern hip hop', 'trap', 'hip hop']
158;SO DONE;The Kid LAROI;772277;02.03.21;['australian hip hop']
159;everything i wanted;Billie Eilish;765623;02.03.21;['pop', 'electropop']
160;when the party's over;Billie Eilish;763623;02.03.21;['pop', 'electropop']
161;Whats Poppin (feat. DaBaby, Tory Lanez & Lil Wayne) [Remix] - Bonus Track;Jack Harlow;761993;02.03.21;['kentucky hip hop', 'rap', 'deep underground hip hop', 'pop rap']
162;Every Breath You Take;The Police;761070;02.03.21;['permanent wave', 'rock', 'classic rock', 'soft rock', 'album rock', 'mellow gold', 'art rock', 'new wave']
163;Just the Way You Are;Bruno Mars;759266;02.03.21;['pop', 'post-teen pop', 'dance pop']
164;Tusa;KAROL G;758658;02.03.21;['reggaeton colombiano', 'trap latino', 'reggaeton', 'latin']
165;Mood Swings (feat. Lil Tjay);Pop Smoke;756525;02.03.21;['brooklyn drill']
166;Ponte Pa' Mi;Justin Quiles;752143;02.03.21;['trap latino', 'reggaeton', 'latin']
167;Antes;Anuel AA;748354;02.03.21;['trap boricua', 'trap latino', 'reggaeton', 'reggaeton flow', 'latin']
168;Tapão Na Raba;Raí Saia Rodada;745954;02.03.21;['forro']
169;Closer;The Chainsmokers;744912;02.03.21;['pop', 'pop dance', 'tropical house', 'edm', 'electropop', 'dance pop']
170;How You Like That;BLACKPINK;741619;02.03.21;['k-pop girl group', 'k-pop']
171;Counting Stars;OneRepublic;739228;02.03.21;['pop rock', 'piano rock', 'pop', 'dance pop', 'post-teen pop']
172;Fan de Tus Fotos;Nicky Jam;738490;02.03.21;['latin', 'reggaeton', 'latin hip hop', 'trap latino']
173;Stressed Out;Twenty One Pilots;734841;02.03.21;['modern rock', 'rock']
174;Star Shopping;Lil Peep;733403;02.03.21;['lgbtq+ hip hop', 'emo rap']
175;Smells Like Teen Spirit;Nirvana;731999;02.03.21;['grunge', 'permanent wave', 'alternative rock', 'rock']
176;What Other People Say;Sam Fischer;731371;02.03.21;['uk pop', 'indie cafe pop', 'pop', 'australian pop', 'post-teen pop', 'alt z', 'dance pop']
177;Electric Love;BØRNS;731292;02.03.21;['modern rock', 'modern alternative rock', 'pop', 'electropop']
178;Riptide;Vance Joy;729987;02.03.21;['folk-pop', 'pop rock', 'modern rock', 'pop']
179;Párteme La Cara;C. Tangana;726371;02.03.21;['urbano espanol']
180;rockstar (feat. 21 Savage);Post Malone;726277;02.03.21;['dfw rap', 'melodic rap', 'rap']
181;Someone To You;BANNERS;726125;02.03.21;['indie cafe pop', 'pop rock', 'modern rock', 'pop', 'indie poptimism']
182;hot girl bummer;blackbear;722195;02.03.21;['pop rap', 'pop', 'electropop', 'modern rock']
183;Sofia;Clairo;720206;02.03.21;['bedroom pop', 'indie pop', 'pop']
184;Without Me;Halsey;720191;02.03.21;['pop', 'etherpop', 'post-teen pop', 'electropop', 'dance pop', 'indie poptimism']
185;In the End;Linkin Park;719909;02.03.21;['rap metal', 'post-grunge', 'nu metal', 'alternative metal']
186;Photograph;Ed Sheeran;718041;02.03.21;['uk pop', 'pop']
187;Devil Eyes;Hippie Sabotage;715081;02.03.21;['electronic trap', 'edm']
